,contact_id,customer_date,contract_length
158892,502372552,2023-03-10,12
159267,477683561,2023-01-30,18
159391,479768167,2023-01-28,12
159874,486528901,2023-02-12,12
160364,500721959,2023-03-06,6
160392,486674201,2023-02-10,12
160428,501832107,2023-03-06,6
160458,490389217,2023-02-18,12
160486,503430854,2023-03-13,12
160541,504168790,2023-03-13,18
160679,502093002,2023-03-13,6
160695,506483919,2023-03-14,3
160718,493591151,2023-02-20,12
161112,479659706,2023-01-27,18
161159,507513616,2023-03-14,12
161205,481920737,2023-02-06,6
161267,486972301,2023-02-09,12
161402,498822602,2023-02-28,6
161513,481781591,2023-02-03,6
161520,482124701,2023-01-31,18
161738,484233801,2023-02-08,12
161794,484354302,2023-02-10,9
161830,486002240,2023-03-01,18
161986,486768077,2023-02-08,12
162040,477327181,2023-01-23,6
162102,486169101,2023-02-10,6
162167,477824955,2023-01-26,6
162168,477792655,2023-02-01,6
162188,488774351,2023-02-13,9
162225,490074739,2023-02-15,36
162524,491233313,2023-02-16,3
162535,492574348,2023-02-16,12
162553,481314955,2023-02-28,6
162566,491883476,2023-02-16,6
162573,492680807,2023-02-17,24
162586,488976309,2023-02-17,6
162633,491156073,2023-02-21,9
162662,479019652,2023-01-31,6
162684,483036486,2023-02-02,6
162727,495028605,2023-03-06,12
162754,495241401,2023-02-22,6
162825,494840010,2023-02-28,12
162852,479648385,2023-02-03,9
162861,483092728,2023-02-09,6
162909,496692494,2023-03-07,3
162937,494933637,2023-03-13,6
163214,496557251,2023-02-28,
163270,489239501,2023-02-11,6
163289,488411351,2023-02-16,6
163347,496656497,2023-03-10,9
163410,498901141,2023-03-06,12
163451,502387927,2023-03-08,6
163493,490063361,2023-02-15,6
163494,491580101,2023-02-15,12
163531,503480401,2023-03-07,18
163539,503630394,2023-03-10,12
163578,492485071,2023-02-20,6
163596,492864001,2023-02-23,6
163646,493330223,2023-02-28,6
163764,494944425,2023-02-24,12
163930,497243201,2023-03-01,6
164027,506876167,2023-03-14,12
164050,497380193,2023-03-01,9
164159,502324914,2023-03-10,6
164221,503021123,2023-03-08,6
164235,501184407,2023-03-09,12
164237,496700343,2023-03-01,9
164291,501839142,2023-03-13,18
164333,504316703,2023-03-13,9
165279,477870277,2023-01-27,12
165308,479093660,2023-02-02,6
165445,481809956,2023-02-22,6
165471,482562786,2023-02-06,12
165472,479884774,2023-02-02,12
165532,479097907,2023-02-01,6
166116,496175385,2023-02-27,12
166352,499979840,2023-03-06,9
166425,501235002,2023-03-07,6
166604,504695213,2023-03-11,12
167005,479736397,2023-03-01,6
167260,483958523,2023-02-06,9
167490,477906168,2023-01-25,6
167563,481781587,2023-02-02,6
167660,483731598,2023-02-28,12
167673,483798721,2023-02-06,12
167799,485651813,2023-02-14,12
167873,467759204,2023-02-09,24
167884,486060403,2023-02-23,6
167900,486189899,2023-02-10,6
167984,483229513,2023-02-08,9
168219,479056240,2023-01-25,6
168246,489555879,2023-02-21,3
168318,477232905,2023-02-01,6
168361,490446638,2023-02-22,6
168373,488788701,2023-02-14,12
168387,488803601,2023-02-14,12
168402,490450191,2023-02-22,6
168409,491105736,2023-02-14,6
168493,487482593,2023-02-16,6
168536,480844120,2023-01-30,6
168588,491807261,2023-03-01,9
168610,493101602,2023-02-28,6
168622,491049004,2023-02-17,6
168871,496003452,2023-02-28,6
168908,483935002,2023-03-13,6
169072,486909318,2023-02-08,6
169107,498023951,2023-03-06,3
169174,499348193,2023-03-07,6
169201,499961204,2023-03-01,6
169219,498963942,2023-03-06,36
169299,486160621,2023-02-21,6
169323,500612365,2023-03-02,12
169353,500863980,2023-03-08,18
169355,501318605,2023-02-28,6
169356,501318605,2023-03-13,6
169459,501916637,2023-03-06,3
169598,491867059,2023-03-06,12
169629,492749651,2023-02-20,6
169713,482583282,2023-02-18,12
169724,490956201,2023-02-20,12
169755,504277475,2023-03-13,6
169846,496096120,2023-02-25,6
170022,495955558,2023-03-02,6
170161,500122351,2023-03-04,6
170237,501859274,2023-03-08,6
170255,502357101,2023-03-11,12
170291,481437310,2023-03-14,12
170347,504896399,2023-03-14,3
170422,504376409,2023-03-14,12
171520,481326334,2023-02-02,6
171536,482469108,2023-02-27,6
171647,483894493,2023-02-07,6
171775,487308101,2023-02-08,12
171948,491846662,2023-02-16,12
172011,493191713,2023-02-17,24
172114,496098851,2023-02-23,6
172145,491336499,2023-02-24,6
172514,501459951,2023-03-06,6
172539,500725516,2023-03-06,3
172544,499349756,2023-03-13,12
172553,501430630,2023-03-07,12
172599,500183373,2023-03-08,6
172744,482297851,2023-02-03,18
172988,483951403,2023-02-07,18
173198,477398401,2023-02-07,6
173396,488896580,2023-02-20,6
173419,488015213,2023-02-10,6
173428,487794417,2023-02-15,9
173494,489128451,2023-03-01,18
173512,483194533,2023-02-01,6
173585,490100901,2023-02-17,3
173632,491019110,2023-02-15,18
173708,489718152,2023-02-18,6
173720,491404266,2023-02-15,12
173824,491984538,2023-03-01,12
173874,481400964,2023-01-30,12
173913,483205795,2023-02-11,18
173980,493332064,2023-02-20,12
174030,494789954,2023-02-24,24
174038,492509940,2023-02-23,12
174068,495399181,2023-02-24,9
174086,489988957,2023-02-23,6
174304,498426005,2023-02-28,6
174342,483872345,2023-02-07,6
174453,486915066,2023-02-09,18
174458,487687251,2023-02-18,12
174461,484511691,2023-02-09,6
174495,499364101,2023-03-03,3
174532,487576903,2023-02-17,6
174591,486679352,2023-02-09,9
174687,489567813,2023-02-19,6
174693,490584738,2023-02-15,18
174784,490435806,2023-03-13,12
174817,495878951,2023-03-03,6
174840,503531150,2023-03-07,12
174852,502960173,2023-03-13,12
174861,503590452,2023-03-14,6
174934,503775251,2023-03-08,6
175043,503621667,2023-03-09,18
175089,494791027,2023-02-20,3
175101,494243926,2023-02-24,6
175137,502993208,2023-03-12,12
175252,496020682,2023-02-23,9
175305,497417162,2023-02-28,3
175329,497226252,2023-03-02,
175362,498426028,2023-02-28,3
175422,475786651,2023-03-14,3
175550,499528368,2023-03-04,3
175563,500331308,2023-03-06,24
175583,501873021,2023-03-06,12
175631,494404551,2023-03-07,6
175697,504869601,2023-03-13,18
175724,486178454,2023-02-15,12
176796,478446889,2023-01-26,12
176818,476949804,2023-01-26,12
176980,481835233,2023-02-01,12
177285,491303613,2023-02-15,9
177288,488011715,2023-03-07,6
177293,490791151,2023-02-16,6
177341,491917876,2023-02-20,6
177549,496105610,2023-02-23,9
177584,492477846,2023-02-24,6
177651,493760833,2023-02-27,18
177798,499501009,2023-03-07,6
177807,499452680,2023-03-05,12
178006,501245639,2023-03-08,6
178047,502942509,2023-03-08,6
178607,480243638,2023-01-31,12
179019,473317052,2023-02-16,6
179446,485286251,2023-02-10,12
179460,478267403,2023-02-09,6
179572,486820030,2023-02-16,6
179656,484001160,2023-02-08,6
179667,487440501,2023-02-08,6
179687,487435074,2023-03-02,6
179887,488896751,2023-02-20,6
179996,490078970,2023-02-21,3
180000,488836577,2023-03-06,6
180091,492489451,2023-02-16,12
180209,491012402,2023-03-13,3
180220,493215402,2023-02-26,6
180223,488881437,2023-02-17,24
180231,492075911,2023-02-17,3
180394,478502451,2023-01-30,9
180688,497846479,2023-03-01,6
180854,484272801,2023-02-06,12
180857,498793982,2023-03-03,12
180982,498937303,2023-03-06,6
181013,493205535,2023-02-24,12
181044,486247014,2023-03-10,12
181086,498398471,2023-03-06,12
181142,503424118,2023-03-08,12
181260,502956179,2023-03-13,6
181265,488185607,2023-02-10,3
181376,489983005,2023-02-16,6
181515,503358101,2023-03-14,6
181732,494813137,2023-02-23,6
181738,489981499,2023-02-28,6
181802,493298403,2023-02-28,6
181823,496290906,2023-03-05,6
181898,498956614,2023-03-08,12
181934,499772751,2023-03-01,24
182028,502336955,2023-03-08,12
182213,506532701,2023-03-14,3
182223,505513954,2023-03-13,12
183148,477709103,2023-01-23,18
183309,477686441,2023-01-27,6
183441,481845048,2023-02-02,12
183443,483183130,2023-02-06,6
183600,486326251,2023-02-15,6
183663,487628264,2023-02-14,12
183737,491317157,2023-02-16,6
183963,495551278,2023-02-27,6
184039,501858705,2023-03-09,3
184368,476756707,2023-01-26,12
184548,480262834,2023-02-01,12
184554,481862462,2023-02-08,12
184681,483055644,2023-02-07,24
184719,483710518,2023-02-02,6
184728,484445514,2023-02-10,6
184850,486693301,2023-02-08,12
184851,486764375,2023-02-13,6
184933,477846303,2023-01-24,6
185088,481985980,2023-02-15,18
185832,502771457,2023-03-12,6
186043,502807762,2023-03-09,12
188486,497475008,2023-02-25,6
188679,494099251,2023-03-01,24
188927,504280376,2023-03-10,6
189009,506991776,2023-03-13,6
189152,477259492,2023-01-23,9
189276,479689578,2023-01-30,18
189683,486988754,2023-02-14,6
190035,494293629,2023-02-21,18
190044,494927355,2023-02-21,12
190100,483145102,2023-02-10,6
190233,490464264,2023-02-22,3
190338,496812755,2023-02-24,3
190731,498985118,2023-03-03,12
190800,498956944,2023-03-03,12
190807,500827976,2023-03-03,6
190859,503382701,2023-03-13,9
190932,504872854,2023-03-10,6
191177,483822136,2023-02-02,6
191519,507509912,2023-03-14,12
191722,500108157,2023-03-02,6
192939,482581043,2023-02-06,12
193411,497837173,2023-03-01,6
193623,500004008,2023-03-05,6
193736,502371083,2023-03-14,
193867,505313573,2023-03-13,12
193956,491223460,2023-02-22,3
194781,488018838,2023-02-18,6
194782,492452559,2023-02-16,6
195086,498893307,2023-03-03,6
195192,491018256,2023-02-24,6
195516,506192009,2023-03-14,24
195533,506893119,2023-03-13,12
195872,477800558,2023-01-25,12
195957,482574726,2023-02-06,18
195972,483185160,2023-02-06,6
195990,484457432,2023-02-07,6
196012,484342604,2023-02-07,6
196188,499375360,2023-03-03,12
197551,500139378,2023-03-02,12
197664,507129856,2023-03-14,6
197960,493730801,2023-02-20,12
199109,480892304,2023-02-08,6
199374,491050751,2023-02-17,6
199551,495349803,2023-02-24,12
199579,483161876,2023-02-02,18
199601,497411869,2023-03-03,9
199724,499459601,2023-03-01,12
199766,486844846,2023-02-08,6
199977,478967898,2023-02-05,12
201373,484221951,2023-03-09,12
201935,495327959,2023-02-21,12
201955,506899181,2023-03-13,12
202246,483815564,2023-02-02,6
203051,477839858,2023-02-03,6
203056,478446857,2023-03-01,6
203513,488332774,2023-02-14,18
203709,493040251,2023-03-01,6
203745,480962318,2023-02-01,6
203747,481028354,2023-01-30,6
204232,503056201,2023-03-07,12
204730,503546391,2023-03-09,6
204805,502343374,2023-03-13,12
204985,492534457,2023-02-28,12
205121,502426958,2023-03-06,6
205666,507057959,2023-03-13,6
207172,503316159,2023-03-13,6
207226,505639557,2023-03-11,3
207290,495306501,2023-02-21,6
207574,504161057,2023-03-09,12
207681,480658901,2023-01-31,9
207754,486292004,2023-02-16,6
207790,488046401,2023-02-17,6
207848,494878201,2023-02-20,3
207910,498866174,2023-03-03,6
208518,478421727,2023-01-26,12
209401,483259358,2023-02-02,6
209943,498446440,2023-02-28,6
210432,477671785,2023-01-23,12
210920,485068309,2023-02-08,6
211130,481471011,2023-01-31,6
211371,486120053,2023-02-07,12
211543,498423751,2023-03-01,3
211601,499396487,2023-02-28,6
213788,503586308,2023-03-08,6
214445,499428568,2023-03-03,6
214542,494780829,2023-02-20,
72493,494989007,2023-02-21,12
101754,502337755,2023-03-10,9
132791,490479156,2023-02-17,3
102033,502304501,2023-03-07,6
49343,480263737,2023-02-03,6
104149,488631201,2023-02-15,12
76620,477743994,2023-01-30,12
53137,485546258,2023-02-15,12
113729,486233026,2023-02-09,12
99986,491248270,2023-02-23,6
137908,500033711,2023-03-04,3
165623,483279885,2023-02-12,6
30733,477245836,2023-01-24,6
68687,489957566,2023-02-21,12
75125,498370836,2023-03-14,3
153771,487456556,2023-02-09,12
41683,481243651,2023-02-10,6
57542,483355911,2023-02-10,6
127468,482627874,2023-02-09,6
185070,481216301,2023-01-30,6
77895,479398708,2023-01-27,12
48875,482684860,2023-02-13,6
172015,493045401,2023-02-27,18
38509,478528359,2023-01-30,24
83828,493132308,2023-02-21,6
132760,491766591,2023-02-15,12
136984,491748959,2023-02-17,3
85477,504376207,2023-03-10,12
93170,500756165,2023-03-07,24
122620,481294501,2023-02-07,12
39879,485550653,2023-02-24,24
50132,482284601,2023-02-03,6
41890,481310298,2023-02-02,6
162246,477245634,2023-01-30,6
73308,480308960,2023-01-31,6
92488,494296515,2023-03-08,12
86238,503294451,2023-03-13,6
47848,489746509,2023-02-22,18
45225,480936998,2023-02-02,24
74587,498785753,2023-03-02,12
42547,484061153,2023-02-12,24
167054,481329403,2023-02-10,6
196309,507068135,2023-03-14,24
184998,479013805,2023-02-01,6
31160,478842251,2023-01-30,6
179705,487772017,2023-02-15,6
145827,498664151,2023-03-01,12
45416,485617102,2023-02-08,24
138093,501326505,2023-03-03,6
96625,480382510,2023-01-31,12
129116,501556721,2023-03-06,6
162007,486792689,2023-02-10,18
43015,479241634,2023-02-10,
75216,499500114,2023-03-03,9
66219,496787761,2023-02-27,12
36435,483581901,2023-02-07,6
144164,490556095,2023-02-17,6
38996,479930557,2023-02-03,6
123302,481495405,2023-02-13,3
29361,477323557,2023-01-31,6
123825,493785083,2023-02-19,12
48216,490552530,2023-02-16,12
94154,491934718,2023-02-27,3
91784,493277662,2023-03-03,12
40383,483375401,2023-02-07,6
165528,483159779,2023-02-04,12
114086,479072596,2023-02-03,6
146615,486896736,2023-02-09,12
38374,477248576,2023-02-03,6
55605,483843336,2023-02-20,12
73122,479069457,2023-02-03,6
121827,479588544,2023-02-02,6
161049,478067801,2023-01-28,6
135720,478334207,2023-01-27,6
47218,477240805,2023-02-07,12
128532,494751984,2023-02-23,3
91608,496051253,2023-02-27,6
141331,484483367,2023-02-05,6
30739,477986302,2023-01-25,6
84082,499110901,2023-03-02,3
83375,490407964,2023-02-17,6
161491,481841681,2023-01-31,18
128157,466602363,2023-02-18,18
65576,485305770,2023-02-15,18
41494,481773860,2023-02-03,24
44006,481356261,2023-01-31,24
79552,488068290,2023-02-17,12
54571,485965801,2023-02-08,9
60991,494422978,2023-02-21,6
78297,481332383,2023-02-03,6
129747,505415484,2023-03-14,3
102036,503503559,2023-03-09,12
48961,480941684,2023-02-03,6
65911,491322955,2023-02-15,
39459,477699102,2023-02-02,18
185512,498759618,2023-03-09,6
109817,495321982,2023-02-28,6
33825,477224435,2023-01-26,18
109765,493778342,2023-02-26,12
183534,485628836,2023-02-08,6
164280,505401226,2023-03-13,12
137679,497832734,2023-02-28,3
46240,477292691,2023-01-28,24
158272,493087551,2023-02-17,24
137918,500581751,2023-03-07,6
72922,477673067,2023-02-01,12
178664,483143554,2023-02-14,12
47791,485545808,2023-02-06,6
132930,494446683,2023-03-03,24
56562,482751314,2023-02-08,9
48307,480295025,2023-02-02,3
38652,477823244,2023-02-04,12
100555,498345927,2023-03-06,12
50955,486132645,2023-02-10,12
51034,481321331,2023-02-11,18
56431,476681151,2023-02-03,6
111353,502320553,2023-03-07,6
47020,480547401,2023-03-02,9
118740,485549384,2023-02-22,9
132638,482992151,2023-02-14,24
69078,495311691,2023-02-23,12
62763,489557146,2023-02-23,9
91357,493736548,2023-03-03,3
59162,490075235,2023-03-08,24
101801,502373060,2023-03-13,24
139962,481373864,2023-02-06,18
66387,491210070,2023-02-16,6
31746,480220901,2023-01-31,12
42663,477670254,2023-01-25,6
45333,481351419,2023-02-11,12
175748,505814351,2023-03-13,3
100678,496831914,2023-03-01,6
113655,485063951,2023-02-15,6
45628,477813928,2023-01-23,6
49582,479768558,2023-02-07,24
211145,482480456,2023-01-31,12
38247,477275040,2023-02-24,6
90825,478309473,2023-01-25,6
131389,478268320,2023-02-13,6
39117,484282701,2023-02-11,24
84075,499932478,2023-03-07,3
131764,477717930,2023-02-02,6
137280,481359375,2023-01-31,6
131869,483147651,2023-02-03,6
57294,486147543,2023-02-10,24
86468,477284452,2023-02-16,6
39433,477370702,2023-01-25,6
88738,494831301,2023-03-07,24
89334,503420655,2023-03-08,6
99828,494294382,2023-03-03,12
88745,501239152,2023-03-08,18
162066,477660054,2023-01-27,6
74240,496096154,2023-02-27,3
142137,489947071,2023-02-18,12
91842,495983301,2023-02-27,6
48782,482084601,2023-02-02,18
117799,483047349,2023-02-06,12
41506,482426777,2023-02-02,18
60260,496089693,2023-02-23,18
118505,489472401,2023-02-14,6
66621,489996154,2023-02-21,9
67072,490117951,2023-02-22,12
99727,479049222,2023-01-27,3
168411,491183382,2023-02-15,18
88662,500658051,2023-03-08,6
41182,482478019,2023-02-06,9
172014,493165227,2023-02-24,12
137536,497443616,2023-02-27,3
90173,504291991,2023-03-10,6
58989,477872112,2023-01-28,6
48868,489713901,2023-02-27,6
44453,483088202,2023-02-01,
195077,496120997,2023-02-24,24
82847,494952609,2023-03-02,12
104797,493841020,2023-03-01,6
99444,478338692,2023-02-03,6
56171,486160387,2023-02-12,12
91199,476760159,2023-01-21,6
65273,490602603,2023-02-28,12
57177,483358557,2023-02-27,6
60122,488292352,2023-02-15,12
181888,494253201,2023-02-25,9
97518,500629460,2023-03-10,3
65190,487436551,2023-02-13,6
178792,486687216,2023-02-14,12
42370,478491266,2023-02-03,6
60015,478342713,2023-01-27,6
181177,486120591,2023-02-14,12
78757,492566836,2023-02-23,6
40729,480321432,2023-02-01,12
66643,492499004,2023-02-22,18
66312,485699751,2023-02-16,6
93201,502397040,2023-03-10,12
115567,495964901,2023-02-28,12
73545,476787424,2023-02-01,6
99971,495323217,2023-03-07,12
34293,479877704,2023-01-30,12
78479,495477009,2023-02-21,18
99488,478772901,2023-02-01,6
146091,483340651,2023-02-06,6
88234,498935437,2023-03-06,3
100598,497838058,2023-03-03,6
43873,481331156,2023-02-05,24
169670,503653776,2023-03-08,3
144845,480355498,2023-02-08,18
59050,489829902,2023-02-28,12
161736,483770601,2023-02-24,12
162904,496601702,2023-02-23,12
87840,492633546,2023-02-28,6
97052,499445136,2023-03-03,12
155769,500614512,2023-03-06,12
110479,498663751,2023-03-01,9
125023,497241667,2023-03-07,3
36836,484047968,2023-02-14,3
39305,481484150,2023-02-02,6
142512,503450154,2023-03-07,12
39198,478712768,2023-02-03,9
151237,482621703,2023-03-07,18
85105,498955710,2023-03-09,12
129059,500750961,2023-03-05,24
184235,500174305,2023-03-14,12
96709,498700901,2023-03-06,12
102002,502311059,2023-03-08,6
180314,478543307,2023-02-21,6
68529,489927801,2023-02-16,24
101346,492015363,2023-03-01,9
71217,502443553,2023-03-08,6
123136,487003552,2023-02-14,6
49097,484999901,2023-03-08,12
47080,480588351,2023-02-03,18
202362,495204301,2023-03-01,
98197,496759868,2023-03-07,12
91298,493552801,2023-02-20,12
122761,482311551,2023-02-07,24
174224,485638974,2023-02-06,12
94222,493445507,2023-02-27,6
38529,478552613,2023-01-31,3
105888,499939016,2023-03-03,3
113828,485554654,2023-02-13,6
50967,485554318,2023-02-13,6
175229,495315816,2023-02-27,12
177395,492068410,2023-02-20,3
42820,486798131,2023-02-15,6
167070,478505698,2023-01-30,9
53126,482348251,2023-02-07,6
127009,482358912,2023-02-05,6
42344,480053851,2023-02-14,12
69426,489656805,2023-02-20,12
73625,482471179,2023-01-31,12
50682,487383476,2023-02-22,12
167074,481401803,2023-02-01,24
32540,481913836,2023-02-02,18
69535,481337351,2023-02-18,6
113256,506922701,2023-03-14,6
57200,484870502,2023-02-24,3
47131,480767451,2023-02-12,12
100228,494972677,2023-02-27,12
69708,494334573,2023-02-23,9
175640,504149901,2023-03-09,3
136574,480943713,2023-01-31,6
117979,482661378,2023-02-08,12
83033,496611316,2023-02-28,6
44310,476806346,2023-02-03,6
169730,493755101,2023-02-21,24
167910,485684968,2023-02-09,6
44701,477716001,2023-02-07,6
131868,483271702,2023-02-07,6
99618,478593601,2023-02-06,12
119489,498332823,2023-03-02,6
48110,481417877,2023-03-14,6
168627,491054501,2023-02-18,6
127824,486009601,2023-02-24,3
111262,501853478,2023-03-07,24
55147,485669151,2023-02-07,12
33793,476707701,2023-02-02,12
58951,486077453,2023-02-14,12
69430,492756004,2023-03-06,6
61912,487698209,2023-02-17,12
67738,493220956,2023-02-20,12
45348,489092851,2023-02-11,12
53653,481043401,2023-02-06,12
72524,504045751,2023-03-13,12
137372,495332018,2023-02-21,12
91867,494986904,2023-02-25,12
181496,491295601,2023-03-13,12
64593,490644017,2023-02-15,9
165745,487342552,2023-02-11,12
125306,501851619,2023-03-11,6
133128,493329501,2023-02-21,3
106754,476750109,2023-01-25,12
87439,495948951,2023-02-23,6
105349,498440247,2023-02-28,12
47819,490973151,2023-02-18,18
43352,477262033,2023-01-24,6
104219,479826801,2023-02-14,6
41927,483123370,2023-02-14,3
145204,490342951,2023-02-14,12
122364,481771357,2023-02-03,6
75123,497350385,2023-03-01,6
129690,498893928,2023-03-01,6
44320,479860507,2023-02-07,9
51742,485592266,2023-02-16,6
70059,498683051,2023-03-04,6
102550,503722004,2023-03-10,18
95381,495570803,2023-02-25,12
82854,493235344,2023-02-23,3
36958,478904501,2023-02-06,6
96481,479854509,2023-01-27,18
155031,492723251,2023-02-21,6
114792,479870851,2023-02-19,12
76752,497962651,2023-02-27,12
111348,503188451,2023-03-10,12
211012,478278302,2023-01-26,6
73306,480244688,2023-02-02,12
32550,478332542,2023-02-02,12
39302,477638129,2023-01-30,18
128080,486207772,2023-02-24,9
30851,480214401,2023-02-03,6
47733,485102272,2023-02-09,6
155581,498055951,2023-03-10,18
61881,488115173,2023-02-21,24
40995,477251285,2023-02-03,6
76598,498370703,2023-03-08,18
38366,476777402,2023-01-25,18
48529,482565871,2023-02-10,12
73305,480244688,2023-02-02,12
165572,481800575,2023-02-02,12
150439,478545738,2023-01-25,6
74873,486920011,2023-02-27,9
114075,488212569,2023-02-15,12
167212,483623401,2023-02-08,12
46673,483699251,2023-02-03,18
39714,484725552,2023-02-06,6
94792,505969358,2023-03-14,12
150939,498723506,2023-03-04,12
103730,480535453,2023-01-30,6
61707,485581315,2023-02-14,9
76605,477655411,2023-03-09,24
67723,494032101,2023-02-21,18
146717,498292601,2023-03-05,12
70289,499002859,2023-03-07,12
90915,476798538,2023-01-31,6
48762,479927755,2023-01-31,6
79361,491305653,2023-03-01,12
147329,502592951,2023-03-07,12
87157,479170303,2023-02-07,9
94671,495869251,2023-02-22,3
50294,484189801,2023-03-08,3
89096,489579701,2023-03-06,6
132470,479947601,2023-02-27,12
40170,480382269,2023-02-22,12
106668,500142678,2023-03-08,12
148754,482209901,2023-02-02,18
163325,483705973,2023-02-14,6
63272,485123751,2023-02-15,3
45723,476663001,2023-01-23,6
108836,485112470,2023-02-13,6
177949,501281374,2023-03-08,9
52378,490988301,2023-02-21,12
78754,491754947,2023-02-24,9
29254,477220462,2023-01-27,18
100603,486134810,2023-02-28,9
111926,501992701,2023-03-10,18
69105,492276501,2023-02-23,12
41970,476906714,2023-01-27,12
36982,478930070,2023-01-27,12
162767,480198252,2023-02-01,12
69184,490114663,2023-02-22,6
172836,483195168,2023-02-06,6
51231,486131657,2023-02-16,6
56469,483172121,2023-02-15,12
113049,481316063,2023-01-30,18
51168,484302803,2023-02-05,6
42943,478973325,2023-02-02,18
132503,488683201,2023-02-16,12
86240,504220251,2023-03-14,24
51422,489053542,2023-02-15,6
137673,498480417,2023-03-02,12
177082,484964501,2023-02-04,6
38105,485558144,2023-02-27,18
133675,499528962,2023-03-02,12
167213,483623401,2023-02-08,12
203872,483289772,2023-02-09,6
60811,483756169,2023-03-08,12
41888,483488451,2023-02-08,9
47242,477748459,2023-02-13,9
204665,502376157,2023-03-08,12
193256,493762741,2023-02-20,6
73921,485929201,2023-02-15,18
83468,498465009,2023-02-28,3
78792,495173801,2023-02-23,3
75762,498402074,2023-03-10,24
72150,498468988,2023-03-13,12
51781,481730882,2023-02-15,6
36494,477278806,2023-02-03,12
126768,480751501,2023-01-31,6
101773,501425019,2023-03-12,12
180478,480847873,2023-01-29,12
128185,489978895,2023-02-20,12
80245,501251904,2023-03-09,3
123642,490699115,2023-02-16,
35262,481477621,2023-02-28,24
40393,483732307,2023-02-08,12
97519,499500559,2023-03-04,6
74214,493104238,2023-02-23,6
57191,493723608,2023-02-22,6
109700,484464252,2023-02-27,6
73779,483662135,2023-02-03,6
40408,485550476,2023-02-10,12
190274,478596507,2023-02-15,6
108884,485115264,2023-02-08,24
94217,492616621,2023-02-21,12
113456,481833560,2023-02-01,6
28654,476720701,2023-01-25,6
49974,481737126,2023-02-03,12
71970,502658001,2023-03-08,6
167807,484511779,2023-02-16,9
183326,480791365,2023-01-29,6
37170,477825509,2023-02-02,6
153815,481380759,2023-02-09,9
190780,499446330,2023-03-02,6
119464,495944501,2023-02-27,6
87462,496075210,2023-02-25,12
63823,491721301,2023-02-19,6
181926,499961091,2023-03-01,6
124045,496048488,2023-02-25,3
85827,505017908,2023-03-13,6
29303,477711958,2023-01-29,12
167386,481972927,2023-02-13,6
85006,477318183,2023-03-04,12
129554,503441938,2023-03-10,24
102636,506850301,2023-03-14,3
40482,482998701,2023-02-01,12
154460,478914604,2023-02-09,6
59555,491858167,2023-02-27,6
94852,494546901,2023-02-27,6
81296,504668572,2023-03-09,24
40079,478271555,2023-01-25,18
45905,488387855,2023-02-14,24
150107,487370663,2023-02-13,12
45338,485081416,2023-02-22,24
154615,485631008,2023-02-15,3
61385,484722278,2023-02-20,3
55686,486428003,2023-02-17,12
70012,498325252,2023-03-10,6
68899,481898797,2023-02-24,12
103312,477272560,2023-01-24,24
67443,493929653,2023-02-24,9
190783,500183601,2023-03-04,12
114122,489188205,2023-02-21,3
58831,485237051,2023-02-22,18
127185,485557701,2023-02-06,6
173409,487666208,2023-02-12,12
55628,493778195,2023-02-28,12
163155,499229401,2023-03-02,12
142233,495863501,2023-02-24,6
85822,505363566,2023-03-11,6
140640,478233351,2023-02-03,6
124180,492018456,2023-03-14,18
181093,500496051,2023-03-09,3
99735,495674157,2023-03-01,6
59370,481310872,2023-02-13,3
181212,502473297,2023-03-14,18
146939,491033631,2023-02-17,12
49276,485971704,2023-02-22,6
44482,488229065,2023-02-14,9
97421,494282183,2023-02-27,6
63932,483229685,2023-02-03,24
155706,501641601,2023-03-13,12
44953,479398301,2023-02-02,12
140416,491393902,2023-02-23,12
162247,477752755,2023-01-25,6
164137,500154003,2023-03-03,12
79917,488578501,2023-02-23,18
111602,476808078,2023-01-23,18
128789,497281711,2023-02-27,12
116522,477845331,2023-01-27,6
78747,494289289,2023-02-23,3
52112,483892921,2023-02-06,12
145554,477309623,2023-01-25,
132113,484543701,2023-02-09,24
174291,496059212,2023-02-25,24
42564,481221001,2023-01-31,6
136255,483420504,2023-02-06,24
162051,477650537,2023-01-24,12
151253,501449402,2023-03-07,12
163255,488442551,2023-02-14,6
149901,483361685,2023-02-14,12
49324,483055060,2023-02-10,6
107761,482657060,2023-02-05,12
49792,490705251,2023-02-21,12
30353,478304951,2023-02-03,12
63335,483028910,2023-02-01,18
45761,483163943,2023-02-09,12
133088,481320489,2023-02-28,12
137462,497217278,2023-02-27,6
75542,496546852,2023-03-04,3
133550,497872007,2023-03-01,24
53333,479623387,2023-02-09,6
44999,477710851,2023-01-27,9
91622,489000821,2023-02-23,24
145697,493568509,2023-02-23,24
37574,481379603,2023-02-02,12
47839,483949710,2023-02-14,6
151389,485984101,2023-02-15,9
137891,499616659,2023-03-02,12
75569,494249018,2023-03-10,24
114847,493750366,2023-02-28,9
93522,502769510,2023-03-09,12
101759,497840073,2023-03-07,12
40466,482024404,2023-02-10,
39039,478952182,2023-01-26,12
151243,497448115,2023-03-06,6
44731,478889851,2023-02-10,12
55217,492440853,2023-02-21,6
57594,493517751,2023-03-09,12
77034,500738457,2023-03-13,12
107608,482096154,2023-02-07,18
139992,480770751,2023-02-16,3
68184,493989903,2023-03-01,12
78868,489963380,2023-02-23,12
94594,504357201,2023-03-14,3
